specObjID,psfMag_g,psfMag_r,psfMag_i,cModelMag_g,cModelMag_r,cModelMag_i,class
1904002625158801408,22.60398,20.71906,19.55904,22.51599,20.66086,19.52296,-1
1297041964704753664,20.41763,20.04973,19.85129,20.42526,20.04933,19.84319,-1
7212703475678507008,21.92854,21.76965,21.95303,21.88677,21.80095,21.93507,-1
3251754587840866304,18.31601,17.83806,17.60956,18.31264,17.83384,17.60413,-1
897472830726236160,19.98018,19.84936,19.66077,19.97864,19.86728,19.66681,-1
5791660279797051392,22.86798,22.03869,21.54472,22.90902,21.96139,21.47008,-1
1990687300312393728,18.96181,17.56832,16.48214,18.96711,17.57604,16.45808,-1
3546601279860088832,18.78794,18.46613,18.3837,18.75471,18.46548,18.37502,-1
6046208494540615680,20.09284,19.93719,19.92862,20.0985,19.93577,19.93661,-1
5098158984088186880,22.28069,21.74437,21.26307,22.14832,21.7613,21.29921,-1
1794787580919703552,24.54384,18.67584,24.46802,24.58906,17.39675,23.19772,-1
6052984784434163712,21.23135,20.50552,19.88145,21.22616,20.48746,19.88826,-1
5706293371040624640,20.85081,20.57878,20.37943,20.77445,20.55807,20.36955,-1
8310340717499838464,21.85244,21.51693,21.46338,21.67203,21.52883,21.4193,-1
3582644920655126528,18.06974,17.11661,16.74213,18.07596,17.12399,16.7082,-1
3526391705379119104,18.73077,17.63655,17.18956,18.74365,17.633,17.19313,-1
5606103127704662016,19.08175,18.77709,18.66211,19.06501,18.79291,18.6648,-1
4320288592515231744,22.5729,21.81734,21.66762,22.58836,21.79802,21.69285,-1
2458976725829183488,16.41237,15.94542,15.79729,16.28619,15.93328,15.77567,-1
7262294198887051264,20.51952,20.65645,20.69323,20.47842,20.61183,20.64987,-1
2746107044976158720,16.90497,16.61324,16.52793,16.89804,16.62104,16.52744,-1
3177337439500920832,20.08397,19.80842,19.74819,20.08048,19.81894,19.74207,-1
5843447006748143616,21.0359,20.83749,20.89027,21.00015,20.85085,20.81001,-1
8390424746890293248,18.08521,17.08157,16.68234,18.07696,17.08431,16.68152,-1
5596850732357316608,20.90136,20.69508,20.64676,20.82508,20.69042,20.41521,-1
6016982374637301760,21.755,21.87094,21.93624,21.74809,21.56446,21.9671,-1
1979501412760971264,18.13301,18.0493,18.08431,18.11761,18.04903,18.08215,-1
3633372264814190592,19.43889,18.93667,18.74018,19.39075,18.93812,18.75035,-1
2716885055841527808,20.4852,20.23144,19.11551,21.53704,20.86804,19.65799,-1
7171072939898105856,21.08507,20.81599,20.71143,21.05465,20.82517,20.72682,-1
3170534486366513152,17.30663,16.74571,16.57553,17.29556,16.75468,16.56412,-1
1974876322148673536,19.41643,19.19937,19.25174,19.41664,19.1718,19.19995,-1
3279796807223240704,20.12113,18.86759,18.05378,19.96785,18.84175,18.06341,-1
6179065233471631360,21.36821,21.41648,21.33241,21.24643,21.44553,21.16289,-1
5495582687547289600,22.6393,21.16769,20.25549,22.20841,20.90628,19.87491,-1
6074353793188425728,21.80693,21.99742,21.52564,21.80781,22.00845,21.41214,-1
1492966137711847424,16.33732,16.23333,16.2026,16.3275,16.2217,16.18182,-1
