specObjID,psfMag_g,psfMag_r,psfMag_i,cModelMag_g,cModelMag_r,cModelMag_i,class
6698039396098830336,23.44602,21.80698,20.72828,20.9439,20.93035,19.79601,1
4331356551706767360,22.54253,21.20587,20.13411,21.92174,20.84229,19.9081,1
470639660561885184,19.84666,18.54762,17.99443,18.90498,17.75453,17.18502,1
1423143300101072896,21.31012,19.60404,19.08864,20.34737,18.75306,18.10595,1
6802739566303965184,21.05553,19.66997,19.15331,20.13912,18.6154,18.15008,1
2411835725851944960,18.95684,18.10784,17.88626,17.08329,16.26849,15.85609,1
4950702111370964992,22.80492,21.37384,20.36477,22.20334,20.00866,19.40832,1
6412158677889511424,22.72554,20.95675,20.22179,21.75916,19.67911,18.82191,1
6183572956217274368,22.92736,21.36124,20.39352,22.73305,20.62037,19.74791,1
718340118397609984,22.36757,20.83357,19.99994,20.62526,19.15164,18.61544,1
7413135653322027008,19.7069,18.57464,17.99821,17.98665,16.93547,16.41185,1
4839384248761380864,22.23386,20.48774,19.76411,21.18116,19.3446,18.57823,1
7339759469930934272,22.79275,21.34621,20.52276,22.59756,20.92583,19.82895,1
2398338115623217152,19.76301,19.03752,18.76738,17.84737,17.35165,17.01253,1
6077666346979225600,22.72317,21.05699,20.24387,22.33805,20.47441,19.53168,1
1395029063545939968,20.48633,19.47217,19.06086,18.27747,17.39273,16.93789,1
1389374549518215168,20.13853,19.26325,18.80781,18.17912,17.34456,16.93845,1
5407767167754760192,21.0626,19.3984,18.87902,20.2592,18.66349,18.08924,1
2985989432915552256,17.46672,16.8775,16.5688,15.42027,14.67922,14.27958,1
5797404680225746944,22.89729,21.34592,20.28074,22.43945,20.35656,19.0353,1
4559909834933858304,22.77423,21.11532,19.97886,22.37168,20.25134,19.35539,1
7314994066050707456,22.5016,21.0393,20.12546,21.53422,20.28842,19.58033,1
7322873994549063680,21.65688,19.86073,19.23342,20.5867,18.84946,18.15711,1
5645441724098211840,23.34874,21.599,20.59642,22.77717,20.97556,19.83267,1
7309410196802695168,23.10623,21.34889,20.29105,22.76742,20.67469,19.59852,1
6951317399581421568,22.56361,20.90215,20.01649,21.06689,20.47269,19.62533,1
331029174460377088,17.68632,16.64606,17.33338,15.01072,14.26974,18.31248,1
5399957064972431360,21.92981,20.16915,19.38155,21.17018,19.23132,18.70832,1
5495562346582175744,23.60497,22.11676,21.13025,22.48085,20.83611,19.87996,1
8383557196877328384,22.50919,21.10445,20.34353,21.93873,20.42362,19.74881,1
7249878239161282560,23.14193,21.41481,20.51099,22.66025,20.76522,19.53834,1
4341558914748968960,22.71505,21.03936,20.25891,21.51274,20.52049,19.56337,1
396405582787012608,18.83632,17.99082,17.53095,18.06983,17.10122,16.64973,1
2398170165222074368,21.25038,19.5839,19.07793,20.22979,18.4829,17.92257,1
1180035232372385792,18.34412,17.53247,17.23056,17.62812,16.80489,16.42597,1
1475068291947980800,18.54029,17.70388,17.33721,17.57853,16.72888,16.32833,1
6416744736895987712,21.99346,20.06019,19.48491,21.01086,19.23117,18.5947,1
1526828351581349888,19.10599,18.39346,17.99996,16.62522,15.87306,15.41803,1
4346112542155403264,22.79678,21.28813,20.37423,22.21393,20.2336,19.42299,1
7227390477141209088,22.6397,21.14787,20.50615,21.81513,20.48094,19.46771,1
5120735256441974784,20.66813,19.30863,18.85946,19.5193,18.16892,17.50562,1
7931970726486798336,23.17785,21.82536,20.60216,22.28689,21.09608,19.89101,1
5815412758539857920,21.47083,19.89376,19.37968,19.80315,18.44514,17.95181,1
2793503147539064832,20.68544,19.64357,19.20374,18.53659,17.50797,17.04266,1
743224816923863040,21.65693,20.86562,20.54307,21.50283,20.78138,20.46371,1
